MQ8,MQ5,Caption,image_path_uuid,Gas
718,457,Thermal image shows a gas leak.  Hottest areas are red/white; coolest are dark blue.  A significant temperature difference indicates escaping gas. Location is unknown.,52322367741e4722a8e083e2ee432184.png,Perfume
558,332,"Thermal image shows a gas leak emanating from a source (likely a pipe) at 100°F, against a background of approximately 19°F.  Coordinates 18°32'18""N 73°43'32""E are present.",c2569ee7859f4faf93f0ee17be2b4ab0.png,Smoke
651,432,"Thermal image shows a device with components at varying temperatures.  Hottest areas are red (around 35°C), coolest are dark blue (around 24°C).  The image suggests potential heat dissipation issues in some components.",a9db4ad6fe1a4825a5d04ad336699674.png,NoGas
610,305,"This thermal image shows a mostly uniform temperature range between 89°F and 91°F.  A slight temperature variation is visible, with warmer areas appearing yellowish-green and cooler areas showing as darker green.  The location is recorded as 18°32'18""N 73°43'32""E.",e49b7ade8c7d47b7bf670c90935c45fe.png,Smoke
592,398,"Thermal image shows a uniformly warm area, approximately 89°F, at coordinates 18°32'18""N 73°43'32""E.  No significant temperature variations are visible.",73e8d099edc94dcea4ff05385a647310.png,NoGas
725,492,"Thermal image shows a surface with varying temperatures, ranging from 21°C to 31°C.  Several hotter spots are visible, possibly indicating heat loss or anomalies.  Location is unavailable.",8a1f1e8f210f483299fde95369ceaa02.png,Perfume
565,387,"Thermal image shows a uniformly warm area, approximately 89°F, at coordinates 18°32'18""N 73°43'32""E.  No significant temperature variations are visible.",476554169da3436182a583eadab92154.png,NoGas
264,379,"The thermal image shows a temperature gradient.  The left side is warmer (reds & oranges, ~72°F) transitioning to cooler (greens & yellows, ~74°F) on the right.  Temperature variations are likely due to surface properties or gas flow.",ad8b9a8c77c647588bbe3047f3fe065f.png,Mixture
538,391,"Thermal image shows a temperature gradient, with warmer areas (red/yellow) ranging from 29°C to 42°C.  A relatively cooler (blue/green) section is also present.  The image appears to depict a wall or similar structure.",fb2dad8cf57544d48818a4afb601e77b.png,Perfume
551,317,"Thermal image shows a mostly uniform temperature between 100-102°F.  A slightly warmer area is visible on the left edge.  Coordinates 18°32'18""N 73°43'32""E are provided.",22341c21128447c798b8af9833395a61.png,Smoke
696,454,"The thermal image shows a mostly dark, cool area (blue/black) with warmer areas (red/yellow) at the top and bottom edges.  Temperature ranges from 27°C to 37°C. The object is unclear.",868f987bb5a0427f81d056f5dc6e3dac.png,Perfume
684,450,"Thermal image shows a significant temperature difference between two adjacent areas. One area (left) registers warmer (red/yellow, 28-31°C) than the other (right, dark blue).  This suggests potential heat loss or a malfunction.",d7ce19011df04cae993b49deb78aa1fc.png,NoGas
574,398,Thermal image shows a temperature gradient.  One area is significantly warmer (reds/yellows) than another (blues).  The warmer area suggests heat loss or presence of a heat source.  Precise location is unavailable.,a5b8290400254bbeb8b2768bf12d21b3.png,Perfume
551,317,"The thermal image shows a mostly uniform temperature ranging from 99°F to 102°F.  A slight temperature variation is visible, but lacks significant detail. The GPS coordinates 18°32'18""N 73°43'32""E are included.",ab3c884801144ba58a1e47c9f88ba562.png,Smoke
618,406,"Thermal image shows a uniformly warm area, with temperatures between 88°F and 89°F.  Location data: 18°32'18""N 73°43'32""E. No significant temperature variations are visible.",8626f87a8091492c9e7124f55c4d92a3.png,NoGas
360,447,"The thermal image shows a mostly uniform temperature range, predominantly yellow-green, indicating a relatively consistent heat signature across the observed area.  A slightly warmer, more orange-yellow vertical band is visible in the center.  Temperatures range from 71°F to 73°F.",fb8f8c1202dd44c5b26b8d7bb8b5b5b4.png,Mixture
579,309,"Thermal image shows a predominantly green and yellow area, with a horizontal band of warmer, red-orange colors near the top.  Temperature ranges from 104°F to 10°F.  Coordinates are 18°32'18""N 73°43'32""E.",0061b132f75d45b896c7585f962546d7.png,Smoke
611,404,"The thermal image shows a mostly uniform temperature range between 87°F and 89°F.  The location is 18°32'18""N, 73°43'32""E.  No significant temperature variations are visible.",f195661ea9da448c812c35396fe6ab2b.png,NoGas
652,390,"Thermal image shows a mostly uniform temperature across the scene, ranging from 89°F to 91°F.  Coordinates 18°32'18""N 73°43'32""E are shown.  No significant temperature variations are apparent.",44af51e2b560491e9e876edc8b08ff8c.png,Smoke
396,456,"The thermal image shows a mostly uniform temperature range, predominantly in the green spectrum (approximately 72-73°F).  Minor temperature variations are present, indicated by slight color shifts, but no significant hot or cold spots are apparent.",47cbb6aabad845e3a1d5ad1e232dd1fe.png,Mixture
582,401,"Thermal image shows a wall with several dark, cool rectangular areas, possibly electrical components or recessed features.  The surrounding wall is warmer, exhibiting a temperature gradient from cool blue to hot red.  Several small, very warm spots are also visible.",cbcbd91a4cae43ba99cbef85f0dbb087.png,Perfume
568,345,"Thermal image shows a plume of gas emanating from a source (left) with temperatures ranging from 100°F to 412°F.  Geographic coordinates are 18°32'18""N, 73°43'32""E.",032692223f9149d6a71f8a3781c7f5ba.png,Smoke
706,493,"Thermal image shows a dark blue area (cooler) possibly a metal surface, and a red/orange area (warmer) suggesting a hand or similar object.  Temperature range is 28-39°C. Location unknown.",e2c6159c6d0742d29a50dc0edbaaaaeb.png,Perfume
731,472,"Thermal image shows a temperature range of 31-39°C.  A warm area (orange/red) is visible on the left, adjacent to a cooler (blue/green) area on the right.  The right side appears to be a metal structure.  The location is unavailable.",4042448fa4f0421c8fdda5c456382243.png,Perfume
749,488,"Thermal image shows a wall-mounted electrical panel.  A central component exhibits significantly higher temperature than surroundings, indicating a potential overheating issue.  Temperature range is approximately 26-35°C.",0db570a03ae149818d8f337da4eb0a73.png,Perfume
621,428,"Thermal image shows a vertical plume of warmer gas (26-31°C) rising against a cooler background.  Some warmer areas are visible at the bottom, possibly indicating a heat source.  Location is unknown.",1810114fd80c4ec798a229b7560342a1.png,NoGas
532,389,"Thermal image shows a temperature gradient, ranging from approximately 84°F to 89°F.  Cooler temperatures are concentrated at the bottom, transitioning to warmer temperatures at the top.  Coordinates 18°32'18""N 73°43'32""E are present.",15b32b1aa3c14850a28f39b0940625ce.png,Perfume
610,411,"Thermal image shows a dark, cool vertical object (possibly a pipe) against a warmer background.  Temperature range is approximately 25-31°C.  Surrounding area shows relatively uniform temperature.",e8be0db273a64e7ea3288f0daa7a6d0d.png,NoGas
590,403,"The thermal image shows a significant temperature difference. A dark blue, cool area is present, contrasting with warmer reds and yellows.  Temperature ranges from 26°C to 38°C.  The image is unclear regarding the object being scanned.",aec3e4c5540c4dfd9fdb431f4031ac9f.png,Perfume
236,362,Thermal image shows a predominantly cool area (blue) with a localized warmer region (red-yellow) at the bottom left.  Temperature range is 42°F to 76°F.  The warmer area suggests a heat source or anomaly.,08ca8de23a9a4debafdcc9faecb53536.png,Mixture
489,377,"Thermal image shows a mostly uniform area, predominantly green, indicating consistent temperature.  A slightly cooler, darker area is visible in the center. Temperatures range from 89°F to 90°F.  GPS coordinates are 18°32'18""N 73°43'32""E.",463a2dc54955473c99df8fa9660aebd6.png,Perfume
754,494,"Thermal image shows a surface with varying temperatures, ranging from 21°C to 31°C.  Several cooler spots are visible, possibly indicating fasteners or defects.  The overall temperature gradient suggests heat dissipation or transfer.",34b97f1ba72e4fd1b1a384a1c8e4084c.png,Perfume
602,406,"Here's a summary of the thermal image:

The image shows a wall with a temperature gradient.  One side is significantly warmer (orange/red) than the adjacent cooler side (blue/green), suggesting potential heat loss or a thermal anomaly.  The temperature scale ranges from 30°C to 39°C.",68473be5e8584b5e84c10897a634d41f.png,Perfume
574,359,"Thermal image shows a mostly uniform temperature range between 99-102°F.  Location data: 18°32'18""N 73°43'32""E.  No significant thermal anomalies are visible.",57cbc2da59514f34af39eedfd8664b49.png,Smoke
324,416,"Thermal image shows a central, cooler blue area (70°F) surrounded by warmer, red and yellow areas (73°F).  Temperature gradient suggests a gas leak or similar thermal anomaly.",fde504ea6d0641a2bd7777dc946314f7.png,Mixture
240,365,"The thermal image shows a mostly uniform temperature range, predominantly green and yellow, indicating a consistent temperature across the surface.  A slight temperature gradient is visible, with warmer areas (yellow/orange) concentrated on the right side.  The overall temperature range is between 70°F and 71°F.",3b2ed5f5b95145cd9b9ebd75f469091a.png,Mixture
593,371,"Thermal image shows a mostly green area, indicating consistent temperature.  A thin, warmer (yellow/orange) band is present horizontally across the middle. Temperatures range from 100°F to 102°F. Location: 18°32'18""N 73°43'32""E.",5a4ff0a7290f457883a8b4c333b4ceff.png,Smoke
409,489,"The thermal image shows a relatively uniform temperature distribution, predominantly in the green-yellow range (44-72°F).  Minor variations suggest subtle temperature differences across the surface.  No significant hot or cold spots are visible.",836f21109e8e4a1e9f2ef7731bd442e0.png,Mixture
366,454,"The thermal image shows a mostly uniform temperature field, predominantly yellow-green, indicating a relatively consistent temperature range between 72-73°F.  Minor variations in color suggest slight temperature differences across the surface.",e57d729c2a5f48c09776d88205fb356c.png,Mixture
574,362,"The thermal image shows a mostly uniform temperature range between 98°F and 101°F.  The location is 18°32'18""N 73°43'32""E.  There is slight temperature variation, but no significant anomalies are visible.",a2739115671a48a0903f5210733a3fad.png,Smoke
333,448,"The thermal image shows a mostly uniform temperature range, predominantly yellow-green, indicating a consistent temperature across the area.  Minor variations in color suggest slight temperature differences, but no significant hot or cold spots are apparent.  Temperature range is 42°F to 73°F.",4b54cc54076f47719ad715c5d83a1ee9.png,Mixture
689,495,"The thermal image shows a mostly uniform temperature of approximately 28-29°C.  There's subtle variation in color suggesting minor temperature differences across the scene, but no significant hot or cold spots are apparent.  The location is unavailable.",6084df63bf264808b9ddc921f9cc8995.png,NoGas
642,496,"The thermal image shows a mostly uniform temperature distribution, ranging from approximately 72°F (red) to 74°F (blue).  Slight temperature variations are present, but no significant hot or cold spots are discernible.",265e552e715e4344a419bb2698c80506.png,Mixture
234,357,"The thermal image shows a mostly uniform temperature distribution, predominantly in the yellow-green range (around 72°F), with minor variations indicated by slightly darker and lighter patches.  No significant temperature anomalies are apparent.",04f2783c23154ba6bc3d303ca09e3e88.png,Mixture
565,338,"Thermal image shows a mostly cool area (green) with a localized warmer spot (yellow/orange) at 18°32'18""N 73°43'32""E.  Temperature range is 89°F to 142°F.",0268a10e1cb54a58b940a0b407957757.png,Smoke
717,475,"The thermal image shows a person's hand and arm.  The hand displays warmer temperatures (red/orange) than the arm (yellow/green), indicating heat loss or different surface temperatures.  The background is cooler (blue).",d21a65cd3eb14fa486329084e707898f.png,NoGas
710,485,"The thermal image shows a mostly uniform temperature field, approximately 27-28°C.  A slightly warmer area (yellow/orange) is visible near the center, indicating a localized heat source or temperature variation.  Location is unavailable.",1ebd726df1024cf6bf426175e638a22c.png,NoGas
665,416,"The thermal image shows a uniformly warm area, approximately 89°F,  located at 18°32'18""N 73°43'32""E.  No significant temperature variations are visible.",ac44cdf6261348d9913bc062e104ee8a.png,NoGas
562,389,"Thermal image shows a vertical metallic object with several warmer areas (red/orange) nearby, suggesting heat dissipation or malfunction.  Temperature range is 26-34°C. Location unknown.",bf4e911a281049a2a0cba8d1cc332ca4.png,Perfume
539,391,"The thermal image shows a mostly uniform temperature range between 29°C and 30°C.  Minor temperature variations are present, but no significant hot or cold spots are visible. Location is unavailable.",6e85643f9b34485995e51c6aee9d1174.png,NoGas
719,465,"Thermal image shows a temperature gradient.  Cooler areas (dark blue, 29°C) transition to warmer areas (red and white, >39°C).  The warmest region is on the right, suggesting heat flow or dissipation.  Location is unavailable.",cbd7930ac8134e1798c9e4ea42e372c7.png,NoGas
723,494,"Thermal image shows a temperature range of 14-35°C.  A large area displays cooler temperatures (blue/green), while a smaller section shows significantly warmer temperatures (red/orange).  The warmer area suggests a heat source or area of higher thermal conductivity.",ffabf67fc30845a78680d1a759a5417b.png,Perfume
746,468,"Thermal image shows a temperature gradient, ranging from 28°C to 31°C.  Warmer areas (reds/yellows) are concentrated along a central vertical feature, indicating potential heat loss or gain. Cooler areas (blues) surround it.",158643b61ea04a4fa36391efe86a1f7b.png,Perfume
619,361,"Thermal image shows a temperature gradient, ranging from 99°F to 105°F.  Warmer areas (reds/yellows) are concentrated near the bottom, transitioning to cooler blues at the top. Coordinates 18°32'18""N 73°43'32""E are noted.",acffa58b6977458aa570197594988a36.png,Smoke
684,426,"Thermal image shows a long, narrow area of elevated temperature (yellow/orange) against a cooler background (blue). A smaller, warmer area (green/yellow) is adjacent. Temperature range is 33-38°C.  Location unknown.",906ab77955d54928a34b3fcf72d004e9.png,NoGas
251,367,Thermal image shows a localized area of significantly higher temperature (yellow/orange) compared to the surrounding cooler areas (blue/green).  Temperature range is 73°F to 93°F.,f847956de81a4797be8bfc7da4c63d2f.png,Mixture
557,328,"Thermal image shows a gas plume radiating from a hot source (red/yellow), gradually cooling (green/blue) as it disperses.  Temperature ranges from 101°F to 383°F.  Location: 18°32'18""N, 73°43'32""E.",eab96fca53814b5b9ccfa0fc6f105c6a.png,Smoke
319,416,"The thermal image shows a mostly uniform temperature range, predominantly green and yellow, indicating a consistent temperature across the area.  A central area exhibits slightly warmer temperatures, shown in orange, suggesting a localized heat source or variation.  The temperature scale ranges from 42°F to 74°F.",d49b69d2a24f43c086d95627bde5fc52.png,Mixture
608,447,"The thermal image shows a mostly uniform temperature field around 27-28°C.  A small, slightly warmer area (yellow/orange) is present, indicating a localized temperature anomaly.  Location is unavailable.",2343ad3d89a542298987d0951a1451d8.png,NoGas
737,512,"Thermal image shows a temperature gradient from 29°C to 39°C.  A warmer area (red/orange) is visible on the left, next to a cooler (blue) area on the right, possibly indicating heat loss or a temperature difference between two surfaces.  Location is unavailable.",934134b6f337400fb67368b45a1bb808.png,Perfume
648,463,"The thermal image shows a uniformly green area, indicating a consistent temperature across the scene.  The temperature range is 90°F.  The GPS coordinates 18°32'18""N 73°43'32""E are provided. No significant thermal anomalies are present.",dc1935878f6f409f912e1d5c6e743186.png,NoGas
348,440,"The thermal image shows a mostly uniform temperature distribution, predominantly in the green-yellow range (42-73°F).  Minor temperature variations are present but no significant hot or cold spots are visible.",5d9399615f26412bb27c1c2ddda314ac.png,Mixture
235,360,"The thermal image shows a mostly uniform temperature range between 73°F and 74°F.  The colors indicate slight temperature variations across the surface, but no significant hot or cold spots are apparent.",52676a25d5544555a404759711c67e0f.png,Mixture
559,397,"Thermal image shows a mostly cool scene (predominantly green), with a small area of significantly higher temperature (red/orange).  Temperature range is 27-29°C. Location unavailable.",cf283bf5b3a4413690072ffc4b3303af.png,NoGas
298,402,"Thermal image shows a hot spot reaching 196°F, likely gas, against a cool background (70°F).  The hot spot has a teardrop shape with a brighter, hotter core.",a620fcbeca1f4761a7e084d9c429f32b.png,Mixture
640,419,"Thermal image shows a bright, hot area (red/orange) next to a cooler, dark blue area.  Temperature range is 22-50°C.  The hot area is possibly a gas leak or similar heat source. Location is unknown.",487b6bc7df1b41bbbb1340cbf02bd568.png,NoGas
605,326,"Thermal image shows temperature variation.  Predominantly cooler blues and greens, with warmer yellows and reds in horizontal bands.  Location: 18°32'18""N, 73°43'32""E. Temperature range: 100-105°F.",0cf8808dfc4a4e1aaf3228d44a5a821f.png,Smoke
550,394,"The thermal image shows a mostly uniform temperature range between 29°C and 30°C.  There's subtle variation in color, suggesting minor temperature differences across the surface.  Location is unavailable.",0bf606525751492899ede6029985010b.png,NoGas
507,381,"Thermal image shows a temperature gradient from 85°F to 88°F.  Coordinates are 18°32'18""N, 73°43'32""E.  The image likely depicts a heat source or thermal anomaly.",922530b6eb9b433894206ce67755075d.png,Perfume
736,496,"Thermal image shows a temperature gradient, with warmer areas (red/orange, ~43°C) on the left and cooler areas (blue, ~29°C) on the right.  A possible heat source or leak is visible near the center.",49895a42424142bf8ee90eec12ee70f9.png,Perfume
545,395,"The thermal image shows a dark, cooler object (possibly metal) against a warmer background.  Several small, very hot spots are visible on the warmer surface, possibly indicating heat loss or malfunctioning components.  Temperature range is approximately 20-34°C.",a4834407f9d14d409f8336475e9ac062.png,NoGas
324,420,"Thermal image shows a mostly uniform temperature range between 73-74°F.  Minor temperature variations are present, but no significant heat sources or cold spots are visible. Location data is unavailable.",2169d30f8bcb409385a7eb1efa04237a.png,Mixture
252,362,"The thermal image shows a mostly uniform temperature field, predominantly in the green-yellow range (around 73°F), with minor variations indicated by slight color changes.  No significant hot or cold spots are apparent.",9cc12c50ced24f09b7c3f0e356ad1f5c.png,Mixture
713,515,Thermal image shows a plume of cooler gas (blue/green) rising against a warmer background (yellow/orange). Temperatures range from 26°C to 30°C.  The gas plume suggests upward movement.,968248e4dd77430bb0cd4846e9ce6506.png,Perfume
531,456,"The thermal image shows a mostly uniform temperature field, ranging from approximately 73°F to 74°F.  Minor temperature variations are present, but no significant hot or cold spots are visible.",2b8c6e3d28854709889f022599e0803e.png,Mixture
583,308,"Thermal image shows a temperature range of 100-105°F.  Cooler blues are at the bottom, transitioning to warmer yellows and reds at the top.  Geographic coordinates are provided: 18°32'18""N 73°43'32""E.",7c45389341024c78b49bed67043e0961.png,Smoke
552,347,"Thermal image shows a mostly uniform temperature, predominantly green, indicating a consistent temperature range between 99°F and 102°F. A slightly warmer (yellow) area is visible in the center.  Coordinates: 18°32'18""N 73°43'32""E.",deb01f5f8fc74a448c9e4123fe45b531.png,Smoke
556,314,"Thermal image shows a localized area of higher temperature (red/yellow) against a much cooler background (dark blue).  The temperature range is 97°F to 111°F.  Coordinates are 18°32'18""N, 73°43'32""E.",d4111b76c0b54a23865414951e578c47.png,Smoke
282,392,The thermal image shows a mostly green field with warmer (yellow/orange) areas concentrated centrally.  Temperature ranges from ~42°F to ~73°F.  The warmer central area suggests a heat source or different material.,b5568b89693c48f498272643e0af571e.png,Mixture
306,394,"The thermal image shows a mostly uniform temperature field, predominantly in the yellow-green range (around 72°F), indicating minimal temperature variation across the scene.  No significant heat signatures or anomalies are visible.",0cf8a8e25bb6492fa2cdb0e5efa31163.png,Mixture
746,514,"Thermal image shows a mostly uniform temperature field ranging from 88-89°F.  Slight variations suggest minor temperature differences across the scene. Location coordinates are 18°32'18""N 73°43'32""E.",fb174d0fcab94ba6ba9f8b1dca6387c7.png,Perfume
347,418,"The thermal image shows a mostly uniform temperature field, predominantly blue-green, indicating a relatively consistent temperature range between 73°F and a lower, unreadable value.  There are minor variations in warmer (yellow/green) spots scattered across the surface.",e70bb0e84c86472a8f24424c63579b61.png,Mixture
733,451,"Thermal image shows a temperature gradient.  Warmer areas (reds/yellows) are adjacent to cooler areas (blues/greens), suggesting heat loss or gain through a structure, possibly a wall or window frame. Temperature range is 27-31°C.",dbc5bf0dbec84b44b0bacc4cec4c02fd.png,Perfume
525,386,"Thermal image shows mostly green/yellow, indicating a relatively uniform temperature range (88-90°F). A slightly cooler, darker band is visible near the center.  Coordinates 18°32'18""N 73°43'32""E are given.",e442137ae4fa43cfa448a151aa5a1593.png,Perfume
575,379,"Thermal image shows a gas plume, hottest (red) at ~119°F, gradually cooling (blue) to ~88°F.  Location: 18°32'18""N, 73°43'32""E.",ec3ba57d2c7f4389a40cd3a74f871abc.png,Smoke
649,423,"The thermal image shows a scene with varying temperatures, ranging from 27°C to 32°C.  Several areas exhibit warmer temperatures (red/orange) suggesting heat sources, while cooler areas (blue/green) are also present. The location is unavailable.",641c26babf8c4cbbbc34eb19b8566819.png,NoGas
284,385,"The thermal image shows a mostly uniform temperature distribution, predominantly in the green-yellow range (64-73°F).  Minor temperature variations are present, but no significant hot or cold spots are visible.",e814373dfac141939a47b6a89a521e94.png,Mixture
448,373,Thermal image shows a rectangular area significantly cooler (blue) than surroundings (green/yellow). Temperature range is 26-28°C.  Location data unavailable.,9b045602bfc6463bbab9aaef050c32d7.png,NoGas
553,394,"Thermal image shows a central, hot, vertical line (likely a pipe) ranging from yellow to red (highest temperature).  Cooler areas are blue and green.  A smaller, cooler square object is visible to the left. Temperatures range from 31°C to 38°C.",7daaff466cd64ecabc7ce3dbc77e86ef.png,Perfume
359,449,"The thermal image shows a relatively uniform temperature distribution, predominantly in the green range (approximately 70-72°F).  Minor variations suggest slight temperature differences across the surface.  No significant hot or cold spots are visible.",cba0d3bdb6fb454fa2ac2faf67881e41.png,Mixture
596,299,"Thermal image shows mostly uniform low temperature (89-93°F) with a small, localized area of higher temperature on the right.  Coordinates are 18°32'18""N, 73°43'32""E.",67a206e1fcdf4e7e96d2495853d643c8.png,Smoke
518,382,"Thermal image shows a mostly uniform temperature range between 87-88°F.  A slight temperature gradient is visible, with warmer tones concentrated in a central vertical band.  Coordinates 18°32'18""N 73°43'32""E are present.",e9b1c795ddb54eb6ad22d1f33ff0cec7.png,Perfume
572,409,"Thermal image shows a dark, cool object (likely metal) against a warmer background.  Temperature range is approximately 27-38°C.  Location is unavailable.",92873a1f1fdf4f9dbd7ff4e78ade753f.png,Perfume
636,363,"Thermal image shows a mostly uniform temperature range of 88-90°F.  A slightly warmer area is visible, possibly indicating a gas leak or other heat source.  Coordinates are 18°32'18""N 73°43'32""E.",20874ab90705470ca9243a942b49221e.png,Smoke
257,359,"The thermal image shows a mostly uniform temperature distribution, predominantly in the green-yellow range (62-73°F).  Minor variations suggest slight temperature differences across the surface.  No significant hot or cold spots are apparent.",a61ae6be994b4db19c42287eecffa2b9.png,Mixture
512,382,"The thermal image shows a mostly uniform temperature of around 90°F.  Minor temperature variations are present, indicated by slight color shifts within a predominantly bright green range.  Geographic coordinates are included.",f3d5c0da0efb45edb26fb9b7838f1404.png,Perfume
317,425,"The thermal image shows a mostly uniform temperature field, predominantly in the green-yellow range (around 70-73°F).  There are minor variations in temperature, but no significant hot or cold spots are visible.",365f065de85b4b208e75a258cef526ca.png,Mixture
731,481,Thermal image shows a hand holding a relatively hot object (red) near a cooler surface (blue/green).  Temperature range is 32-40°C. Location is unavailable.,9649359cf0f545eead6c3eff3079b4be.png,Perfume
668,428,"Thermal image shows a mostly uniform temperature between 89°F and 90°F.  Coordinates 18°32'18""N 73°43'32""E are visible. No significant temperature variations are detected.",851d1e01d9af4b95a014c51a60416041.png,NoGas
233,360,The thermal image shows a temperature gradient.  Warmer areas (orange/yellow) transition to cooler areas (green/blue).  The temperature range is 70-72°F.  Precise details are obscured by image resolution.,3286e95c10904d65a3d17c873313d06c.png,Mixture
592,314,"Thermal image shows a mostly cool area (blue) with a small, warmer region (red/yellow) on the left edge, indicating a temperature range of 105-112°F.  The location is 18°32'18""N 73°43'32""E.",1dca55446b5b437d9b4a44ecd2888021.png,Smoke
668,474,"The thermal image shows a mostly uniform temperature of approximately 29-30°C.  There's minimal temperature variation, indicating no significant heat sources or leaks are present in the viewed area. Location is unavailable.",6f12f79e511647a3b81310ca39c5059e.png,NoGas
708,457,"Thermal image shows a mostly uniform area with temperatures between 88-89°F (31-32°C), located at 18°32'18""N 73°43'32""E.  No significant temperature variations are visible.",3f01e0fcb3d94e3e8864875ef6552fd1.png,NoGas
552,388,"Thermal image shows a vertical structure with a temperature gradient.  The left side is warmer (red/orange, ~29°C) than the right (blue, ~27°C).  Some localized warmer spots are visible. Location unknown.",aa3c8de6e9ab49c9bc045557b8289e2a.png,Perfume
291,404,"The thermal image shows a mostly uniform temperature field ranging from approximately 46°F to 73°F, with subtle variations indicated by the color spectrum.  The lack of distinct hot or cold spots suggests a relatively consistent temperature distribution.",e6bc94ffb80045959979cb04153e58e1.png,Mixture
745,508,"Thermal image shows a wall with a pipe. The pipe is significantly colder than the surrounding wall, indicating potential heat loss or a problem with the pipe's insulation.  Temperature range is 30-40°C.",0a0a16587b564b5da25c22aaa2e6e3d5.png,Perfume
592,404,Thermal image shows a plume of significantly cooler gas (dark blue) rising from a warmer background (yellow/red).  Temperature range is 27-37°C. Location is unknown.,0603f2f1c4e846718ac836f4bd4362ff.png,Perfume
685,466,"The thermal image shows a mostly uniform, high-temperature area (predominantly orange/red), ranging from 90°F to a higher, unreadable temperature.  Coordinates 18°32'18""N 73°43'32""E are indicated.  No distinct thermal anomalies are readily apparent.",53fadaecc6244c4a995064b2bfa3726d.png,NoGas
357,451,"The thermal image shows a mostly uniform temperature field, predominantly in the green-yellow range (64-73°F).  Minor variations suggest slight temperature differences across the surface.  No significant hot or cold spots are present.",5e7f259214dd464b9a27a72336903b44.png,Mixture
743,503,"A thermal image shows a person's hand near a relatively cool object.  The hand registers warmer temperatures (red/orange) than the object (blue/purple), indicating a temperature difference.  The background shows a temperature gradient.",95edf91c190b4066bb20525f83a5841b.png,Perfume
588,323,Thermal image shows a localized area of higher temperature (red/yellow) against a much cooler background (blue).  The temperature range is 105-112°F.  Geographic coordinates are given.,eb83bcdcea1c4ea09bfc43a69a146fba.png,Smoke
582,401,"The thermal image shows a mostly uniform temperature field, predominantly green, indicating temperatures between 27°C and 28°C. A small, slightly warmer area (yellow/orange) is present near the center, suggesting a localized temperature anomaly.  Location information is unavailable.",f39f62f40bb54560b58f186c312a4cac.png,NoGas
716,476,"The thermal image shows a mostly uniform temperature field between 27°C and 29°C.  A small, slightly warmer area is visible, suggesting a localized heat source.  The overall resolution is low, hindering precise analysis.",7694af04d54e41ef8a003e3c8412dd08.png,NoGas
344,436,"The thermal image shows a mostly homogenous area with a temperature range of 71-73°F.  There's a slight temperature gradient, with warmer colors (reds and oranges) concentrated in the center.  The image resolution appears somewhat low.",e0929c6b7c994d21899e460f73c95a19.png,Mixture
467,375,"The thermal image shows a mostly uniform high-temperature area, predominantly red, indicating a consistent heat signature across the scene.  The coordinates 18°32'18""N 73°43'32""E are provided.  Temperatures range from 90°F to approximately 90°C.",be38c7bc03c345ac9e6fa0a3706dd857.png,Perfume
438,364,"Thermal image shows a gas leak.  Coolest temperatures are blue, ranging up to warmer reds and yellows. The leak appears as a vertical, cool blue plume against a warmer background.  Temperature range is 26-32°C.",b85a1237c3e9445780214c3a1c7be0e4.png,Perfume
754,481,"Thermal image shows a temperature range from 13°C to 36°C.  A cooler, blue area is adjacent to a warmer, red/yellow region.  The image suggests a significant temperature gradient. Location is unavailable.",c1470575d8624b5db3ac421e2651a393.png,Perfume
356,434,"The thermal image shows a mostly uniform temperature across the scene, predominantly in the green range, indicating a consistent temperature around 72°F. Minor variations in color suggest slight temperature differences, but no significant hot or cold spots are evident.",437e158c434343aca44b100252501966.png,Mixture
380,458,"Thermal image shows a temperature gradient.  One half displays warmer temperatures (yellow-orange), the other half cooler (green).  Temperature range is 70-72°F.",b1def0d76b6e4562a49cba032c755115.png,Mixture
420,452,"Thermal image shows a bright, hot spot (likely gas leak) radiating heat, ranging from 72°F to 198°F.  Surrounding area is significantly cooler. Location data unavailable.",7e7938a4829f4756b87ad6e6cd2beb6f.png,Mixture
714,440,"The thermal image shows a relatively uniform temperature across the scene, predominantly in the green range (88°F).  No significant temperature variations or anomalies are visible.  The location is 18°32'18""N, 73°43'32""E.",90929f3a828946e3a79a32842cdb94a0.png,NoGas
340,475,The thermal image shows a mostly uniform temperature range between 72°F and 74°F.  The colors predominantly green and yellow indicate consistent heat distribution across the scene.  No significant hot or cold spots are visible.,5afc95646e4142088a9f29d1f7b41d7c.png,Mixture
669,415,"Thermal image shows a uniformly green area, indicating consistent temperature around 89°F.  Coordinates 18°32'18""N 73°43'32""E are shown. No significant temperature variations are visible.",0fe5cfc3ae16463e95feaecb9be0caa9.png,NoGas
729,472,"The thermal image shows a large, relatively cool area (blue/green) likely representing a gas leak, surrounded by warmer areas (yellow/red).  Temperature range is 28-39°C.  The exact location is unavailable.",9d7d4a3f6d144caca54c2bfa301c4407.png,NoGas
564,389,"Here's a summary of the thermal image:

The image shows a temperature gradient, with warmer areas (reds/yellows) next to cooler areas (greens/blues).  A dark, relatively cool object is present, potentially a metal pipe or component, adjacent to a warmer surface. Temperatures range from 30°C to 43°C.",a269e238e3634af0b8c9039ab7d4ec0e.png,Perfume
357,406,"The thermal image shows a mostly uniform temperature range between 73°F and 74°F.  Minor temperature variations are present, appearing as speckled variations in color across the image. No significant hot or cold spots are detected.",04b83ee2eb6b44758b507b6fe1e4a961.png,Mixture
